# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "GCF_000203835.1_ASM20383v1_genomic_combined.gtf" "-s" "2" "-O" "-M" "--fraction" "-t" "transcript" "-g" "locus_tag" "--extraAttributes" "gene_name" "-o" "counts.txt" "--minOverlap" "10" "--fracOverlap" "0.9" "QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam" "QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam" "QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam" "QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam" "QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam" "QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam" "QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam" "QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam" "QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam" "QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam" "QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam" "QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam" "QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam" "QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam" "QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam" "QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam" "QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam" "QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	gene_name	QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam	QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam	QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam	QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam	QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam	QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam	QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam	QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam	QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam	QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam	QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam	QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam	QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam	QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam	QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam	QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam	QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam	QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam
SCO7782	NC_003888.3	8609130	8610347	+	1218	NA	10.25	12.25	20.42	4.75	6	18.25	6.58	12.83	4.83	5	27.25	5	29	13.50	1.25	79.08	22.25	0.25
SCO7784	NC_003888.3	8610851	8611627	+	777	NA	84	41	71	21	14	90	51	88	15	122	99	18	147	64	3	295	60	10
SCO7785	NC_003888.3	8611643	8612263	+	621	NA	132	94	172	57	27	213	80	111	39	125	124	29	226	112	10	449	80	11
SCO7786	NC_003888.3	8612498	8613085	-	588	NA	7	4	7	2	3	11	1	3	2	8	9	1	4	7	0	12	5	4
SCO7787	NC_003888.3	8613473	8613841	-	369	NA	2	10	6	1	5	8	4	11	9	8	5	2	14	10	0	15	5	3
SCO7788	NC_003888.3	8613848	8614045	-	198	NA	4	4	5	1	2	10	2	14	2	10	3	6	8	0	0	13	10	0
SCO7789	NC_003888.3	8614151	8614369	-	219	NA	0	0	5	1	3	2	3	0	0	0	5	0	6	5	0	15	2	0
SCO7790	NC_003888.3	8614384	8614620	-	237	NA	4	7	7	3	8	8	3	12	2	8	14	2	13	8	0	26	8	0
SCO7791	NC_003888.3	8614845	8616050	-	1206	NA	8	4	4	0	0	10	4	6	4	11	6	2	3	3	0	14	4	3
SCO7791a	NC_003888.3	8616047	8617276	-	1230	NA	0	6	5	1	4	5	3	4	0	9	1	1	14	5	0	10	4	3
SCO7792	NC_003888.3	8617566	8617886	-	321	NA	1	1	3	0	0	1	1	1	0	0	0	0	4	2	0	0	1	4
SCO7793	NC_003888.3	8617943	8618245	-	303	NA	4	1	0	0	0	5	4	0	0	0	0	0	3	3	0	1	0	0
SCO7794	NC_003888.3	8618313	8618951	+	639	NA	53	30	28	10	2	45	17	13	10	48	17	8	52	39	1	71	14	1
SCO7795	NC_003888.3	8618974	8619171	+	198	NA	2	1	2	0	0	3	1	1	0	1	4	1	0	4	0	3	1	0
SCO7796	NC_003888.3	8619410	8620069	+	660	NA	14	10	20	7	1	21	4	23	5	17	18	12	29	32	2	29	15	1
SCO7797	NC_003888.3	8620088	8620228	+	141	NA	5	6	7	0	0	3	5	3	1	5	12	1	9	5	0	17	3	1
SCO7798	NC_003888.3	8620339	8620857	-	519	NA	28	51	36	12	6	41	17	46	20	49	26.50	9	75	64	0	60.50	27	3
SCO7799	NC_003888.3	8620776	8621255	-	480	NA	9	2	4	3	0	11	6	5	4	6	4.50	0	3	1	2	16.50	5	0
SCO7800	NC_003888.3	8621285	8621500	+	216	NA	3	10	12	1	1	3	2	6	5	5	3	0	4	2	0	6	5	0
SCO7801	NC_003888.3	8621520	8621900	+	381	NA	102	88	136	42	35	114	73	115	41	82	86	27	153	106	8	244	73	14
SCO7803	NC_003888.3	8623230	8624186	+	957	NA	8.80	12.60	20.53	5.20	3.33	12.93	4.60	17.80	6.40	13.27	11.13	4.60	21.80	9.40	0	31.13	9.00	2.00
SCO7804	NC_003888.3	8625198	8625431	+	234	NA	0	3	3	2	0	2	3	1	2	3	0	0	5	1	0	6	2	0
SCO7805	NC_003888.3	8625511	8625846	+	336	NA	2	3	0	1	0	1	1	3	0	3	2	0	4	0	0	2	3	2
SCO7806	NC_003888.3	8626338	8627069	-	732	NA	397	228	161	71	92	537	230	385	109	676	333	88	792	529	21	819	273	51
SCO7807	NC_003888.3	8627077	8627355	-	279	NA	0	4	0	0	0	1	0	0	0	0	0	0	1	1	0	5	0	0
SCO7808	NC_003888.3	8627358	8627651	-	294	NA	1	0	1	0	0	0	0	0	2	0	0	1	1	6	0	2	1	0
SCO7809	NC_003888.3	8628356	8628988	-	633	NA	40	21	54	6	10	44	29	44	12	40	36	8	92	49	2	97	48	12
SCO7810	NC_003888.3	8629040	8629804	+	765	NA	34	29	20	15	4	86	23	74	18	64	88	17	103	30	1	252	65	4
SCO7811	NC_003888.3	8630050	8630430	-	381	NA	5	9	3	1	0	5	5	10	5	16	5	1	20	3	0	12	6	0
SCO7812	NC_003888.3	8630427	8631386	-	960	NA	5	7	9	1	1	3	6	6	8	11	3	0	24	12	1	29	11	0
SCO7813	NC_003888.3	8631557	8632408	+	852	NA	116	116	107	40	18	158	67	134	57	164	99	47	267	155	2	232	66	19
SCO7815	NC_003888.3	8634816	8635487	+	672	NA	101	62	110	17	12	88	42	51	23	66	51	10	160	88	4	162	45	14
SCO7816	NC_003888.3	8635620	8636324	+	705	NA	7	9	3	1	0	11	6	20	3	23	6	1	22	8	1	23	12	0
SCO7817	NC_003888.3	8636400	8637242	-	843	NA	157	109	145	41	17	298	104	166	55	190	174	33	211	174	5	546	116	13
SCO7818	NC_003888.3	8637359	8638123	+	765	NA	8	2	9	2	3	21	10	9	1	29	5	2	19	8	0	18	12	0
SCO7819	NC_003888.3	8638588	8639436	-	849	NA	3	3	0	0	3	1	4	0	3	2	4	0	1	1	0	1	2	0
SCO7820	NC_003888.3	8639456	8639902	+	447	NA	0	4	3	0	1	6	2	9	0	1	1	0	2	0	0	5	0	0
SCO7821	NC_003888.3	8640037	8640450	+	414	NA	1	7	3	4	2	6	5	6	2	10	1	4	7	16	0	8	0	1
SCO7822	NC_003888.3	8641685	8642638	-	954	NA	4	8	20	1	6	7	0	2	4	11	15	3	13	9	1	33	10	3
SCO7823	NC_003888.3	8642714	8643124	-	411	NA	15	2	4	6	5	17	3	13	0	29	16	5	19	11	1	29	12	0
SCO7824	NC_003888.3	8643240	8643812	-	573	NA	33	12	48	15	11	53	10	31	15	36	34	6	89	33	2	88	28	0
SCO7825	NC_003888.3	8643812	8644108	+	297	NA	2	0	4	1	0	1	0	1	0	0	3	1	0	0	0	1	0	0
SCO7826	NC_003888.3	8644811	8645791	-	981	NA	6	14	13	3	0	14	6	10	5	6	10	4	8	16	0	36	9	1
SCO7827	NC_003888.3	8645888	8647537	-	1650	NA	56.50	40.50	88	25.50	16.50	85	32	79.50	29	57	79.50	16.50	68	65	2.50	257.50	61	13.50
SCO7828	NC_003888.3	8647737	8647991	+	255	NA	0	1	1	0	0	0	0.50	1.50	0	0	0	0	1.50	0	0	2	0	0
SCO7829	NC_003888.3	8648157	8649023	+	867	NA	24.50	35	71.50	17.50	21.50	68.50	28	89	30.50	63	104.50	15	90.50	47.50	3	239.50	79	4.50
SCO7830	NC_003888.3	8649245	8649589	-	345	NA	0	0	0.50	0	0	0.50	0	0	0	1	0	0	0.50	0	0	1	0	0
SCO7831	NC_003888.3	8649590	8649793	-	204	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.50	0	0
SCO7832	NC_003888.3	8650206	8651438	+	1233	NA	4.50	0	0.50	0	0	1.50	1	1	0	1.50	0.50	0	2	0.50	0	4.50	1	0
SCO7833	NC_003888.3	8651913	8652191	+	279	NA	18	16.50	65	8.50	10	18	14	16.50	7	13	20.50	7	21.50	13	2	61	15	2.50
SCO7834	NC_003888.3	8652479	8652769	+	291	NA	0	0.50	1.50	0	0	0	1.50	2	0.50	1	0.50	0.50	1	0	0	0	1	0
SCO7835	NC_003888.3	8653054	8653464	+	411	NA	36.50	38.50	68	36.50	16	76.50	16	75.50	30	49	74	18	75	44	7.50	264.50	63	6
SCO7836	NC_003888.3	8653485	8654294	+	810	NA	20	32.50	30	8	6.50	23.50	15	26.50	18	30.50	32.50	12.50	35.50	23.50	1.50	104	29	3.50
SCO7837	NC_003888.3	8654051	8655142	-	1092	NA	71	91	76	54.50	25.50	177	46	184.50	66	101.50	216.50	50	131	107	4.50	761.50	131	17.50
SCO7838	NC_003888.3	8655556	8655891	+	336	NA	0	0	2.50	1.50	0	0	1.50	2	0	0	1	0	1.50	0	0	0.50	3	0
SCO7839	NC_003888.3	8656148	8656498	+	351	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO7840	NC_003888.3	8656508	8656954	+	447	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO7841	NC_003888.3	8657098	8658204	-	1107	NA	0	5.50	3.50	1.50	1.50	2.50	0	6.50	3.50	3	10	2.50	6.50	1	0	17.50	4	0
SCO7842	NC_003888.3	8658201	8660321	-	2121	NA	9	57.50	51.50	26	12	14.50	13.50	67	30	23.50	48.50	20.50	44.50	45.50	2.50	122	42.50	6.50
SCO7843	NC_003888.3	8660335	8661282	-	948	NA	33.50	162.50	81	51	22	23	23.50	189	98.50	41.50	80	41	136	111.50	1.50	231.50	50	24
SCO7844	NC_003888.3	8661288	8663639	-	2352	NA	13	16	18.50	4	5	16.50	2.50	21	11.50	11.50	21	4	18.50	11.50	1	61	17	4
SCO7845	NC_003888.3	8663695	8666256	-	2562	NA	11	10	25	5	4	19	3.50	19.50	7.50	12.50	28	6	14	6.50	2.50	52.50	13	3
SCO7846	NC_003888.3	8666385	8667062	-	678	NA	3	3.50	3	3.50	0.50	1	0	2.50	0.50	3	4	2.50	5	1.50	0.50	8.50	2	0
SCP1.01c	NC_003903.1	899	1522	-	624	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.02c	NC_003903.1	1607	2812	-	1206	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.03c	NC_003903.1	2903	3121	-	219	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.04c	NC_003903.1	3109	3345	-	237	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.05c	NC_003903.1	3424	3819	-	396	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.06c	NC_003903.1	4408	4632	-	225	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.07c	NC_003903.1	4629	4922	-	294	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.08c	NC_003903.1	4919	5440	-	522	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.09c	NC_003903.1	5516	6181	-	666	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.10	NC_003903.1	6777	7271	+	495	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.11c	NC_003903.1	7395	8138	-	744	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.12c	NC_003903.1	8135	8590	-	456	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.13c	NC_003903.1	8633	10249	-	1617	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.14c	NC_003903.1	10282	11430	-	1149	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.15	NC_003903.1	11690	11914	+	225	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.16c	NC_003903.1	12362	12946	-	585	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.17	NC_003903.1	13089	13907	+	819	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.18c	NC_003903.1	13943	16294	-	2352	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.19c	NC_003903.1	16386	17612	-	1227	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.20c	NC_003903.1	17618	18400	-	783	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.21c	NC_003903.1	18421	19278	-	858	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.22c	NC_003903.1	19353	19586	-	234	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.23c	NC_003903.1	19574	19708	-	135	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.24	NC_003903.1	19920	20165	+	246	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.25c	NC_003903.1	20274	21338	-	1065	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.26c	NC_003903.1	22062	22904	-	843	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.27c	NC_003903.1	23099	26470	-	3372	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.28c	NC_003903.1	26523	26876	-	354	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.29	NC_003903.1	27692	28150	+	459	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.30	NC_003903.1	28328	28891	-	564	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.31	NC_003903.1	29125	29784	+	660	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.32c	NC_003903.1	29839	30219	-	381	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.33c	NC_003903.1	30246	31271	-	1026	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.34	NC_003903.1	31461	32399	+	939	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.35	NC_003903.1	32556	32855	+	300	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.36c	NC_003903.1	33166	34080	-	915	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.37	NC_003903.1	34167	35162	+	996	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.38c	NC_003903.1	35455	36417	-	963	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.39c	NC_003903.1	36486	36905	-	420	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.40c	NC_003903.1	36908	37165	-	258	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.41c	NC_003903.1	37969	39204	-	1236	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.42c	NC_003903.1	40107	40754	-	648	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.43	NC_003903.1	40935	41750	+	816	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.44	NC_003903.1	42353	43369	+	1017	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.45	NC_003903.1	43464	45101	+	1638	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.47	NC_003903.1	49731	50141	+	411	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.48c	NC_003903.1	50418	51074	-	657	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.49c	NC_003903.1	51118	52008	-	891	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.50c	NC_003903.1	52099	53301	-	1203	sapD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.51c	NC_003903.1	53318	53842	-	525	sapE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.52c	NC_003903.1	53839	54702	-	864	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.53c	NC_003903.1	54699	55715	-	1017	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.54c	NC_003903.1	55712	56593	-	882	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.55c	NC_003903.1	56620	57444	-	825	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.56c	NC_003903.1	57441	57893	-	453	sapC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.57c	NC_003903.1	57923	58462	-	540	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.58c	NC_003903.1	58459	58902	-	444	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.59c	NC_003903.1	58920	59396	-	477	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.60	NC_003903.1	59650	60522	+	873	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.61	NC_003903.1	60519	60743	+	225	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.62	NC_003903.1	61144	61557	+	414	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.63	NC_003903.1	61655	63463	+	1809	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.64c	NC_003903.1	63427	63702	-	276	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.65	NC_003903.1	63899	66577	+	2679	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.66c	NC_003903.1	66588	66956	-	369	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.67c	NC_003903.1	66959	67213	-	255	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.68	NC_003903.1	67553	68452	+	900	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.69c	NC_003903.1	68525	68872	-	348	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.70c	NC_003903.1	69221	69385	-	165	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.71c	NC_003903.1	69453	69704	-	252	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.72c	NC_003903.1	69714	70379	-	666	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.73c	NC_003903.1	70445	72058	-	1614	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.74	NC_003903.1	72284	73369	+	1086	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.75c	NC_003903.1	73777	74073	-	297	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.76c	NC_003903.1	74846	75391	-	546	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.77c	NC_003903.1	75615	76277	-	663	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.78	NC_003903.1	76340	77068	+	729	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.80	NC_003903.1	78993	79994	+	1002	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.81	NC_003903.1	79999	80421	+	423	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.82	NC_003903.1	80439	81284	+	846	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.85	NC_003903.1	82970	83170	+	201	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.85c	NC_003903.1	83371	84711	-	1341	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.86	NC_003903.1	85408	85683	+	276	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.87c	NC_003903.1	85719	86630	-	912	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.88c	NC_003903.1	86627	87208	-	582	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.89c	NC_003903.1	87214	88383	-	1170	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.90c	NC_003903.1	88591	89277	-	687	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.91c	NC_003903.1	89274	90032	-	759	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.92	NC_003903.1	90418	91026	+	609	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.93	NC_003903.1	91528	91956	+	429	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.94	NC_003903.1	92149	92322	+	174	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.95	NC_003903.1	92483	92791	+	309	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.96	NC_003903.1	92934	93173	+	240	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.97	NC_003903.1	93231	93647	+	417	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.98	NC_003903.1	93707	95878	+	2172	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.99	NC_003903.1	96001	96492	+	492	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.100	NC_003903.1	96676	99111	+	2436	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.101	NC_003903.1	99127	99540	+	414	traB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.102	NC_003903.1	99624	101732	+	2109	traA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.103	NC_003903.1	102063	102596	+	534	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.104	NC_003903.1	102859	103323	+	465	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.105	NC_003903.1	103344	103805	+	462	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.106	NC_003903.1	103846	104439	+	594	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.107	NC_003903.1	104552	104935	+	384	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.108	NC_003903.1	105204	105809	+	606	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.109	NC_003903.1	105806	105997	+	192	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.110	NC_003903.1	105994	106995	+	1002	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.111	NC_003903.1	106992	107186	+	195	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.112	NC_003903.1	107224	107994	+	771	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.113	NC_003903.1	108078	108845	+	768	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.114	NC_003903.1	108842	109300	+	459	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.115	NC_003903.1	109297	109824	+	528	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.116	NC_003903.1	110011	111153	+	1143	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.117	NC_003903.1	111150	111905	+	756	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.118	NC_003903.1	112041	112220	+	180	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.119	NC_003903.1	112312	113430	+	1119	dnaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.120	NC_003903.1	113446	113625	+	180	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.121	NC_003903.1	113740	114735	+	996	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.122	NC_003903.1	114800	115540	+	741	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP1.123	NC_003903.1	115634	115759	+	126	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
